Date,Dividends
2020-10-23 00:00:00-04:00,0.1
2021-01-25 00:00:00-05:00,0.1
2021-04-23 00:00:00-04:00,0.1
2021-07-23 00:00:00-04:00,0.1
2021-10-28 00:00:00-04:00,0.12
2022-01-25 00:00:00-05:00,0.12
2022-04-25 00:00:00-04:00,0.12
2022-07-25 00:00:00-04:00,0.12
2022-10-21 00:00:00-04:00,6.85
2022-10-28 00:00:00-04:00,0.12
2023-01-25 00:00:00-05:00,0.12
2023-04-25 00:00:00-04:00,0.12
2023-07-25 00:00:00-04:00,0.12
